,EEG Fp1_Delta,EEG Fp1_Theta,EEG Fp1_Alpha,EEG Fp1_Beta,EEG Fp1_Gamma,EEG Fp2_Delta,EEG Fp2_Theta,EEG Fp2_Alpha,EEG Fp2_Beta,EEG Fp2_Gamma,EEG F3_Delta,EEG F3_Theta,EEG F3_Alpha,EEG F3_Beta,EEG F3_Gamma,EEG F4_Delta,EEG F4_Theta,EEG F4_Alpha,EEG F4_Beta,EEG F4_Gamma,EEG F7_Delta,EEG F7_Theta,EEG F7_Alpha,EEG F7_Beta,EEG F7_Gamma,EEG F8_Delta,EEG F8_Theta,EEG F8_Alpha,EEG F8_Beta,EEG F8_Gamma,EEG T3_Delta,EEG T3_Theta,EEG T3_Alpha,EEG T3_Beta,EEG T3_Gamma,EEG T4_Delta,EEG T4_Theta,EEG T4_Alpha,EEG T4_Beta,EEG T4_Gamma,EEG C3_Delta,EEG C3_Theta,EEG C3_Alpha,EEG C3_Beta,EEG C3_Gamma,EEG C4_Delta,EEG C4_Theta,EEG C4_Alpha,EEG C4_Beta,EEG C4_Gamma,EEG T5_Delta,EEG T5_Theta,EEG T5_Alpha,EEG T5_Beta,EEG T5_Gamma,EEG T6_Delta,EEG T6_Theta,EEG T6_Alpha,EEG T6_Beta,EEG T6_Gamma,EEG P3_Delta,EEG P3_Theta,EEG P3_Alpha,EEG P3_Beta,EEG P3_Gamma,EEG P4_Delta,EEG P4_Theta,EEG P4_Alpha,EEG P4_Beta,EEG P4_Gamma,EEG O1_Delta,EEG O1_Theta,EEG O1_Alpha,EEG O1_Beta,EEG O1_Gamma,EEG O2_Delta,EEG O2_Theta,EEG O2_Alpha,EEG O2_Beta,EEG O2_Gamma,EEG Fz_Delta,EEG Fz_Theta,EEG Fz_Alpha,EEG Fz_Beta,EEG Fz_Gamma,EEG Cz_Delta,EEG Cz_Theta,EEG Cz_Alpha,EEG Cz_Beta,EEG Cz_Gamma,EEG Pz_Delta,EEG Pz_Theta,EEG Pz_Alpha,EEG Pz_Beta,EEG Pz_Gamma,EEG A2-A1_Delta,EEG A2-A1_Theta,EEG A2-A1_Alpha,EEG A2-A1_Beta,EEG A2-A1_Gamma,ECG ECG_Delta,ECG ECG_Theta,ECG ECG_Alpha,ECG ECG_Beta,ECG ECG_Gamma
Subject27_2,0.372889124,0.309434588,0.103189784,0.120080399,0.033897942,0.257912434,0.322209085,0.110135106,0.17215043,0.074391889,0.34583932,0.399607962,0.104784443,0.090206215,0.013951973,0.336674261,0.363843313,0.113764984,0.110620381,0.020670798,0.370286427,0.249914963,0.116031007,0.154379279,0.041046416,0.326480041,0.205508093,0.118475369,0.187362018,0.065705074,0.384262338,0.225675783,0.144294917,0.162754629,0.025316281,0.343142373,0.170572978,0.132357306,0.193057048,0.062774429,0.428722911,0.273711961,0.11341283,0.109358621,0.015688134,0.398588491,0.285285734,0.120967829,0.119384687,0.019016107,0.500777273,0.162155534,0.098558657,0.132778969,0.026384907,0.472139019,0.153617648,0.128861511,0.149501612,0.022903609,0.445368806,0.22406994,0.114493184,0.138695775,0.018386192,0.461612667,0.200419596,0.122034154,0.129880655,0.020964752,0.422067814,0.159119642,0.186466733,0.157700775,0.017973108,0.376709505,0.158455453,0.251774636,0.148802481,0.016261347,0.33415167,0.440645227,0.091554003,0.08004153,0.011358502,0.41603299,0.290765971,0.115483485,0.107338189,0.015418721,0.46794197,0.216743379,0.111383076,0.121936287,0.017298542,0.355406104,0.247419118,0.122435443,0.183987669,0.040256656,0.291376043,0.263843148,0.179016546,0.235944506,0.010191458
Subject28_2,0.300469661,0.204274757,0.210063529,0.217060833,0.023296332,0.325638563,0.168300303,0.18748674,0.252668782,0.020612594,0.349249892,0.236062537,0.173201965,0.190081363,0.010953818,0.362123994,0.231847725,0.145547442,0.206550404,0.012627532,0.285751662,0.176516525,0.211633081,0.242597703,0.031611243,0.235721796,0.359876819,0.159722263,0.193549757,0.016185548,0.31944931,0.179342724,0.183426758,0.260171332,0.021684701,0.306672814,0.167528564,0.182568115,0.289715314,0.014977556,0.282904979,0.221296694,0.220574081,0.230991714,0.012025228,0.287109943,0.214862732,0.210013457,0.244581667,0.011691235,0.227712375,0.178997847,0.235306605,0.310330329,0.016833773,0.236665062,0.186620506,0.222922503,0.297026578,0.019231161,0.29143288,0.190955605,0.204419501,0.266536389,0.011168577,0.313402057,0.180765594,0.204494646,0.252685787,0.009725562,0.287195293,0.137870747,0.222523509,0.301822472,0.011655005,0.21522464,0.172134758,0.324088547,0.24871497,0.007981987,0.290872836,0.273827769,0.180965976,0.207868373,0.014663018,0.30730015,0.226355774,0.209374404,0.208917329,0.013468015,0.307917161,0.194744945,0.208386207,0.240003804,0.01080241,0.271988569,0.201559664,0.213578639,0.22349676,0.037696068,0.479811974,0.139976126,0.106177451,0.212631578,0.007647164
Subject29_2,0.329227,0.110689112,0.302584684,0.160227409,0.039246382,0.282534082,0.120546608,0.329619185,0.180500147,0.041372341,0.280780156,0.13082184,0.376281322,0.164835263,0.014399078,0.249147483,0.135757999,0.372405745,0.188311033,0.016780535,0.36681701,0.119722198,0.29576872,0.152724987,0.021135143,0.353461897,0.112963008,0.279532784,0.173371301,0.022831817,0.191535858,0.387212865,0.243245514,0.145356241,0.0120746,0.216244117,0.137488593,0.392844565,0.203731066,0.015735766,0.251029311,0.135737003,0.382465312,0.184161829,0.011524322,0.215367422,0.140418964,0.415787667,0.189189789,0.010369972,0.269762709,0.131344467,0.317425355,0.233320644,0.00967256,0.154259992,0.096415397,0.504958983,0.213474882,0.008199713,0.170428421,0.100132637,0.512591413,0.186914569,0.006221558,0.223286253,0.089472984,0.51267811,0.13877204,0.005354946,0.100594898,0.070556478,0.636832559,0.170407881,0.004473719,0.087301206,0.062081955,0.690272231,0.140763038,0.004541241,0.229573385,0.1421965,0.400487215,0.183979765,0.015287098,0.209909484,0.146597422,0.42181082,0.183413353,0.010892295,0.132280741,0.088222659,0.611425719,0.142632366,0.005307815,0.253346632,0.189694473,0.226990504,0.236265871,0.041309425,0.374763485,0.1522458,0.093741448,0.277199452,0.047037287
Subject07_2,0.514457691,0.227996971,0.075159887,0.092221053,0.017457423,0.53947872,0.177406575,0.075385569,0.10767417,0.025975974,0.472319683,0.241244032,0.090400502,0.109447284,0.02159685,0.450622711,0.231723964,0.106986978,0.120769137,0.024198634,0.546200073,0.210531365,0.063213557,0.091722272,0.021582925,0.440103264,0.17093253,0.087773423,0.15933826,0.053219314,0.467937383,0.218351971,0.110012912,0.116680042,0.018983305,0.337109288,0.209060975,0.191860417,0.162500003,0.039124652,0.470057414,0.23126684,0.100592567,0.107623755,0.01535558,0.360763511,0.281699507,0.183849754,0.109112919,0.013466853,0.306567849,0.181599572,0.215027424,0.201961166,0.0344515,0.352970779,0.213848688,0.215086935,0.143269545,0.021478974,0.391965749,0.242586641,0.200305066,0.100369246,0.010333643,0.317101674,0.28137447,0.243625554,0.104753878,0.011093862,0.430223191,0.220376004,0.163577786,0.101934975,0.009485931,0.307205201,0.256683827,0.261626391,0.12170501,0.010917571,0.46930512,0.252981196,0.102159652,0.099598257,0.013416685,0.419693126,0.28899802,0.1340351,0.091696053,0.010627155,0.328691452,0.283579905,0.246758149,0.089120395,0.008201234,0.344381955,0.184600729,0.147295318,0.205419972,0.053549268,0.350686545,0.134276049,0.148623771,0.25821129,0.070564732
Subject34_2,0.464782914,0.141583046,0.147856237,0.165059563,0.018986671,0.351697052,0.170541627,0.181448577,0.214145586,0.027622045,0.388410536,0.198840093,0.170870128,0.186011931,0.011512501,0.410538088,0.151665807,0.185787306,0.186375505,0.011031376,0.347061816,0.141319781,0.196940565,0.242579276,0.019473951,0.594396369,0.113113841,0.094768817,0.111198337,0.01116972,0.249116547,0.118407929,0.418505355,0.171072049,0.010862093,0.387849365,0.111815131,0.229726667,0.205661688,0.01345577,0.375408535,0.152603744,0.232529977,0.178560768,0.013371749,0.298873005,0.120088385,0.276386939,0.24684755,0.014354997,0.304422457,0.20056035,0.278579667,0.163503804,0.013816319,0.306573441,0.178707735,0.230762118,0.226705733,0.018148673,0.349688203,0.124541977,0.274461108,0.192183443,0.012826126,0.37478901,0.127336551,0.218834449,0.210813138,0.014932499,0.329885408,0.118781661,0.287386778,0.196460425,0.019781626,0.274027777,0.119198584,0.242904037,0.259647202,0.04784761,0.446780073,0.14447539,0.18059147,0.156403521,0.011333288,0.406150421,0.156181625,0.171089606,0.198964223,0.014594448,0.351335582,0.152412352,0.247492277,0.19007192,0.012314271,0.424269514,0.105388825,0.192222643,0.204872762,0.016469843,0.362882468,0.20996407,0.12440298,0.258735755,0.005135705
Subject08_2,0.528974576,0.180963664,0.118188641,0.088483331,0.014884797,0.526535157,0.174404259,0.116948785,0.094433631,0.015291336,0.372742257,0.266502787,0.178357393,0.122397677,0.01348446,0.445429164,0.216849691,0.146145731,0.118634602,0.013796221,0.548040562,0.165452028,0.109407117,0.08967901,0.013374017,0.504663503,0.164721352,0.12513116,0.116860363,0.014488066,0.453783612,0.172637271,0.177828535,0.127916952,0.018548217,0.324529141,0.180413694,0.223864254,0.206505946,0.021919058,0.376635439,0.233492487,0.194109923,0.135018616,0.014348454,0.354264789,0.216752265,0.199307589,0.171806124,0.015156156,0.525531881,0.130269089,0.147296832,0.110506518,0.014429031,0.498063029,0.120422486,0.171996809,0.144640424,0.016964653,0.330244029,0.183864514,0.228560334,0.205655408,0.014890267,0.270353713,0.16857665,0.246903225,0.266831991,0.015548131,0.363644338,0.139627424,0.240545361,0.200264487,0.012035489,0.330038883,0.129654607,0.271383599,0.212230024,0.012523747,0.35051506,0.292117002,0.18415619,0.120608868,0.012334818,0.384489843,0.246959269,0.177457048,0.127478102,0.011873926,0.296201243,0.186060091,0.238139149,0.232639213,0.014068964,0.350857494,0.196489347,0.198402734,0.202000731,0.009888159,0.288993028,0.240090121,0.16443184,0.275974766,0.004140562
Subject04_2,0.328041014,0.263741035,0.148303162,0.208718392,0.010649853,0.595097707,0.147670991,0.064083419,0.11175067,0.005688412,0.384001113,0.25597699,0.111305156,0.197268642,0.007288242,0.403224193,0.244095532,0.102262309,0.197028986,0.006299617,0.416850276,0.230104226,0.122247785,0.162921212,0.009805407,0.560284157,0.163185125,0.071912712,0.12689145,0.006067027,0.359765015,0.207452127,0.179929206,0.202352177,0.00877995,0.383100657,0.201658088,0.153000658,0.206285322,0.009088297,0.341676768,0.182169827,0.213580526,0.21277625,0.008030353,0.347974129,0.22738543,0.16382167,0.215600832,0.007231257,0.397163068,0.169761857,0.152017531,0.214732741,0.010319372,0.361405133,0.162075543,0.225520903,0.195863043,0.007899169,0.331640132,0.208597749,0.226312288,0.196786184,0.006746542,0.300396146,0.173219093,0.271018748,0.21736997,0.006389808,0.294953949,0.154086955,0.240526899,0.268903008,0.007622227,0.279014957,0.146746146,0.277144705,0.257565635,0.007610693,0.3767312,0.280287586,0.101125973,0.195168094,0.00641561,0.367973352,0.223730061,0.146574079,0.215979567,0.007198249,0.318922034,0.16096165,0.238028694,0.237229583,0.007500269,0.410325651,0.224216128,0.11804829,0.168423303,0.014879462,0.407860694,0.146726762,0.145183024,0.243403579,0.009692403
Subject06_2,0.61455224,0.120032083,0.074769009,0.092851287,0.016544207,0.42351354,0.188674015,0.113238122,0.177401021,0.030851879,0.345062162,0.188718217,0.147344183,0.22293698,0.038585435,0.401099883,0.220085432,0.134313468,0.164492785,0.022058145,0.557965977,0.132183996,0.076593336,0.131426921,0.02280907,0.481643668,0.166169108,0.102624934,0.15334124,0.022490127,0.346576131,0.170249052,0.138605022,0.234103775,0.045506182,0.385087645,0.15201654,0.183329713,0.180618535,0.033767692,0.42966475,0.17801333,0.130018043,0.167392015,0.029456312,0.403960955,0.187039603,0.155018474,0.16125097,0.028916471,0.365870796,0.118680593,0.099084412,0.250459847,0.074995545,0.414882453,0.129609708,0.197420799,0.163693427,0.028179235,0.376384135,0.163931658,0.131709254,0.211261542,0.047018317,0.391498598,0.143195274,0.197322731,0.163290589,0.034608966,0.271876465,0.145371417,0.154449256,0.271639885,0.083085919,0.333946609,0.122616737,0.251828154,0.188251684,0.040736271,0.407276201,0.228189835,0.131059027,0.154717424,0.022855085,0.429111845,0.200071146,0.137785805,0.149365206,0.025753739,0.325394638,0.174345509,0.196108319,0.203188759,0.039924643,0.300262158,0.149494271,0.169760197,0.282909236,0.040105212,0.428348399,0.159683587,0.086522046,0.262707229,0.009718692
Subject09_2,0.575377841,0.154918392,0.081868412,0.07554787,0.021925956,0.315315287,0.252513198,0.200880951,0.1499569,0.033189312,0.438379194,0.277878572,0.130437111,0.078912015,0.015071513,0.400387709,0.288318067,0.157186523,0.086871896,0.013442915,0.532742529,0.179697858,0.122980256,0.075512553,0.017377003,0.39732943,0.240424557,0.160259317,0.132373466,0.024641525,0.500169423,0.208241923,0.116965554,0.088523758,0.021307113,0.440916952,0.213575818,0.169716762,0.104401441,0.017163547,0.414792016,0.28588575,0.152515953,0.079224569,0.012128472,0.415659367,0.269767456,0.173910037,0.073412708,0.010512292,0.460485335,0.189722716,0.161251683,0.100354096,0.022963745,0.239223093,0.200628414,0.306805858,0.190032847,0.025835496,0.335300176,0.216457621,0.199514125,0.181696155,0.020882043,0.381817618,0.230100586,0.238789508,0.090563385,0.011266434,0.379542543,0.203464697,0.248356814,0.103792369,0.013116062,0.341813804,0.167089417,0.310774839,0.120610615,0.01342316,0.416275089,0.300324502,0.144605363,0.076017097,0.011033566,0.377533078,0.305666099,0.183579662,0.07230047,0.011447549,0.357151547,0.241388711,0.2522875,0.090258099,0.01067631,0.519523334,0.181224786,0.101802642,0.106746741,0.026608448,0.232279718,0.15814054,0.169640184,0.393339952,0.018463822
Subject01_2,0.431254861,0.284991902,0.107425905,0.106175888,0.019870241,0.276092578,0.357680903,0.147053406,0.151113053,0.02849154,0.382657375,0.287576578,0.134609766,0.13780187,0.013773629,0.37535673,0.266437996,0.128200336,0.168317459,0.019932308,0.572420877,0.167392935,0.078425027,0.096551657,0.013642018,0.602273353,0.147941626,0.067254587,0.08606847,0.016108302,0.404848263,0.155600366,0.11511763,0.224386863,0.034728242,0.46282555,0.140195938,0.123256323,0.201870587,0.023315332,0.423313872,0.19336025,0.134820519,0.186718839,0.014642008,0.458786727,0.155329388,0.121908371,0.189820759,0.015832286,0.451554136,0.159149182,0.125507039,0.186955524,0.019446576,0.324655794,0.112534408,0.231288213,0.258798272,0.031304735,0.450665669,0.152067798,0.146460667,0.18100689,0.012289408,0.500861296,0.103985678,0.137455048,0.169384702,0.013421185,0.481604945,0.107349539,0.147475585,0.189009053,0.015748302,0.772150176,0.042124772,0.050798853,0.041505055,0.004073502,0.361180704,0.338043382,0.115341944,0.13348178,0.012379986,0.413033184,0.199809169,0.141205452,0.183436152,0.014109993,0.5354803,0.106259985,0.10139914,0.166216556,0.013634671,0.565714061,0.114853015,0.105707946,0.10383182,0.025187238,0.545099897,0.144233633,0.083114322,0.131669903,0.02904138
Subject35_2,0.450797501,0.212706411,0.063208506,0.154589688,0.037309518,0.273105853,0.362560237,0.082187892,0.192518952,0.043820235,0.348134435,0.301040306,0.089052008,0.176907113,0.034781149,0.370003357,0.311661105,0.085967155,0.158411231,0.026749891,0.289490736,0.284809235,0.11340906,0.204641405,0.049824558,0.403999117,0.216881895,0.086647285,0.195441835,0.035830372,0.475403493,0.173742957,0.080675081,0.159482662,0.036682619,0.462304581,0.167545086,0.083693238,0.185181872,0.031434825,0.433129704,0.232110052,0.084603974,0.152506006,0.03390889,0.440104153,0.231539964,0.086161382,0.154589842,0.029607662,0.427563354,0.179085626,0.086251025,0.202056991,0.043909791,0.480930063,0.151155368,0.083260276,0.199697019,0.030150041,0.438830101,0.193002695,0.092830302,0.175352686,0.033209193,0.455476223,0.177638886,0.101396127,0.170251762,0.029751345,0.424801888,0.162427626,0.116994681,0.202024745,0.029404315,0.45057789,0.158131575,0.112620438,0.183746971,0.027983044,0.366536978,0.357731405,0.079404415,0.128053793,0.021329672,0.441933162,0.251449996,0.082373602,0.136536321,0.028042016,0.472704556,0.1832307,0.092175006,0.157999509,0.028805325,0.319728609,0.190568076,0.1112675,0.241789449,0.059938369,0.459181108,0.214850925,0.086144954,0.154443313,0.022116105
Subject05_2,0.617657955,0.129084372,0.078301556,0.070488545,0.019154697,0.579594051,0.148972987,0.100430407,0.081112964,0.015637729,0.387746763,0.244011371,0.19958188,0.109472303,0.013875265,0.336998782,0.243007763,0.229555927,0.133282402,0.015715517,0.607882437,0.14443646,0.090096851,0.071215363,0.014111042,0.459136751,0.187538993,0.17951326,0.101668065,0.0164423,0.432878125,0.195780236,0.190412207,0.111353336,0.014451092,0.374957858,0.176253694,0.250581831,0.13450492,0.0226007,0.283620694,0.251849432,0.266761939,0.14415436,0.018232699,0.26483856,0.222447369,0.313507392,0.1468666,0.017483397,0.589705841,0.098247842,0.121942477,0.077530327,0.017251541,0.187762771,0.17241028,0.473555544,0.11856203,0.015803584,0.213506342,0.150021143,0.466735399,0.126610849,0.014085521,0.151287274,0.122211365,0.589878706,0.100901251,0.014575916,0.103844875,0.092796799,0.713050783,0.070116073,0.005873069,0.087249599,0.081648217,0.750192346,0.062941778,0.005181934,0.37102735,0.253070783,0.199244202,0.118537913,0.015516357,0.283052835,0.270836387,0.25127386,0.138393862,0.019335423,0.315882031,0.12769326,0.416038185,0.08895768,0.010533522,0.40267714,0.146396358,0.145894956,0.213889442,0.039322153,0.333903977,0.160561915,0.124248456,0.336964999,0.014821478
Subject20_2,0.428652164,0.182661879,0.10285494,0.167987393,0.039732323,0.606127549,0.129152747,0.058447438,0.088682416,0.02350863,0.291221864,0.217174755,0.226747405,0.199616677,0.021011341,0.363880883,0.165814046,0.153539154,0.24563772,0.02080417,0.470238889,0.159781221,0.093317451,0.153285552,0.04181011,0.495232509,0.153882467,0.096217014,0.140356815,0.041141396,0.391786409,0.345821586,0.152599843,0.07191209,0.005745115,0.421074489,0.166406127,0.145456126,0.185926147,0.018256515,0.366737833,0.214150597,0.150274987,0.205301158,0.014552578,0.40331512,0.200694495,0.119298359,0.207817107,0.012370034,0.265030783,0.290609214,0.22819352,0.162572593,0.010254982,0.342572667,0.157241298,0.147345747,0.281324755,0.017522168,0.264508121,0.1996774,0.189585288,0.292942906,0.014313807,0.349413476,0.190730863,0.155787755,0.243044453,0.012736158,0.283109134,0.172078928,0.170057156,0.320885242,0.01429245,0.44044947,0.13856067,0.134920621,0.217973564,0.010943614,0.353326566,0.15173124,0.199892236,0.239908578,0.012407603,0.412804095,0.208007981,0.113865913,0.196898084,0.01114618,0.288185829,0.184136394,0.167658248,0.295352075,0.022067303,0.403849934,0.234204726,0.115791546,0.147942034,0.030990011,0.322295902,0.205312424,0.174032821,0.243295368,0.018346676
Subject03_2,0.562774172,0.124307379,0.110658871,0.10677182,0.016227056,0.516570193,0.126679889,0.140463333,0.109649644,0.021300645,0.378020106,0.213535661,0.22548109,0.118328511,0.011378164,0.428047351,0.191611384,0.194805553,0.133045347,0.010729934,0.445106568,0.148731522,0.198406707,0.128607286,0.015897847,0.375895999,0.203001709,0.216895783,0.138862329,0.015767168,0.474133026,0.15653703,0.194208245,0.103890623,0.011986358,0.412391996,0.187127009,0.223142126,0.115063834,0.014254441,0.347167021,0.236050623,0.276969144,0.08441652,0.009015774,0.30446268,0.269656145,0.28206665,0.091767115,0.009957595,0.397214673,0.202622036,0.207927564,0.126003704,0.015470069,0.174604714,0.306649334,0.3696685,0.114610938,0.010196685,0.31898609,0.210200291,0.285211259,0.132266276,0.010963744,0.330585983,0.167102126,0.318204905,0.127337302,0.012375453,0.212921574,0.282621595,0.338339407,0.127188609,0.009108648,0.262940255,0.166093039,0.337683663,0.186810259,0.011740061,0.382327415,0.209090391,0.226714118,0.117994847,0.01195558,0.345857639,0.190812972,0.289265719,0.113539697,0.011148708,0.30288977,0.226432521,0.355620028,0.077023123,0.007083047,0.468593115,0.144684418,0.198882466,0.113517455,0.014581276,0.306277982,0.21816717,0.171126586,0.255038424,0.023544055
Subject15_2,0.216337501,0.219717519,0.306325537,0.206920659,0.01643118,0.58996243,0.113031772,0.114551194,0.094142938,0.009310829,0.291440774,0.194273311,0.227541075,0.239079447,0.012375264,0.364751605,0.198227244,0.227123737,0.157274679,0.00920399,0.556818135,0.144817957,0.099960688,0.107714477,0.011637242,0.364976677,0.182125101,0.208585526,0.176258299,0.014724168,0.315895304,0.175866153,0.259252006,0.196826557,0.011176829,0.426688404,0.180234586,0.178636204,0.150886475,0.012044574,0.383297134,0.17191156,0.233382281,0.152038791,0.008811308,0.360196894,0.17612468,0.247833672,0.161620646,0.00885084,0.377964399,0.148391984,0.236236685,0.176833439,0.009215278,0.266352828,0.134681538,0.349009188,0.208592016,0.010665584,0.157003126,0.157060456,0.427804038,0.228353397,0.006232708,0.189504354,0.083659024,0.519671731,0.173269873,0.007625258,0.22645353,0.064200737,0.536504865,0.138886261,0.006200851,0.166512016,0.070738968,0.570528246,0.163478704,0.007365947,0.34331483,0.200473629,0.242465044,0.163444052,0.009078033,0.356646256,0.184787231,0.239347298,0.166614033,0.008539339,0.211189554,0.09383946,0.497582631,0.162071699,0.006573365,0.222022364,0.203562455,0.205422293,0.28216297,0.045804618,0.416850479,0.142540518,0.11061653,0.267105622,0.00734373
Subject14_2,0.721752319,0.065728814,0.029506153,0.063441899,0.012389673,0.7915441,0.045433813,0.021412739,0.033335427,0.004567717,0.582934858,0.156063689,0.089565933,0.087619444,0.009232909,0.602469712,0.143142765,0.094629961,0.073176929,0.007842901,0.697954161,0.112285318,0.035099451,0.055377969,0.008854499,0.703955038,0.092958727,0.043840385,0.066664107,0.008283805,0.57687117,0.127476401,0.074078636,0.132546302,0.013754109,0.534197563,0.14773356,0.124229067,0.123626386,0.008169535,0.578269362,0.13556152,0.071844092,0.132755355,0.010845841,0.591279753,0.140043436,0.066362392,0.1163326,0.011272531,0.534880438,0.114288562,0.105086621,0.161163527,0.016557854,0.406722965,0.125931524,0.206693149,0.192788748,0.01183707,0.464367186,0.119534101,0.140155256,0.211212196,0.012258033,0.426986512,0.14950298,0.166836978,0.196459398,0.010560335,0.373580643,0.093069405,0.234497264,0.23655242,0.015218501,0.388217379,0.091773412,0.233382369,0.221923328,0.014751829,0.625132638,0.152342293,0.062737272,0.073363602,0.007247131,0.603920018,0.143285083,0.060135253,0.105816064,0.011680457,0.429362738,0.158882047,0.133003287,0.222370868,0.015607625,0.467741796,0.164632732,0.092649246,0.163177273,0.045937806,0.356600345,0.13537941,0.10588956,0.34115343,0.014989433
Subject00_2,0.459315309,0.098957973,0.232346916,0.142540684,0.015842564,0.330364992,0.10111986,0.336077859,0.168521754,0.017686614,0.366447459,0.104726944,0.310711278,0.156404935,0.011906831,0.300127445,0.119699899,0.361811415,0.172364482,0.010320448,0.354447857,0.109806949,0.273206841,0.188361544,0.024649128,0.331148881,0.106632107,0.298990103,0.191403084,0.021696546,0.297068821,0.119509612,0.288593239,0.233849035,0.017165246,0.399406887,0.095046402,0.260441989,0.187418346,0.012588071,0.333205004,0.135995144,0.302253814,0.173896865,0.010952388,0.302941692,0.129523763,0.330608514,0.186617925,0.010960359,0.259465707,0.143675876,0.272868384,0.268423603,0.018101297,0.221877019,0.094186566,0.379616574,0.263427007,0.012768901,0.268962681,0.121681969,0.321695576,0.238477132,0.013276569,0.237467832,0.116356404,0.358870354,0.243115128,0.011676194,0.175555041,0.09386338,0.499109321,0.195377835,0.011606261,0.113138726,0.077633147,0.619259895,0.165851617,0.007604323,0.300550415,0.120623307,0.362898502,0.170142998,0.010127172,0.355808345,0.154453834,0.290705485,0.151175282,0.009635093,0.310160552,0.143371777,0.273703559,0.217705387,0.013299503,0.291749005,0.204308657,0.24191972,0.19169962,0.032398711,0.286086299,0.237571102,0.225500758,0.232757676,0.004232669
Subject13_2,0.667361192,0.122202108,0.039401792,0.052154445,0.008137473,0.574318291,0.191304346,0.067015515,0.081834725,0.010355304,0.561775255,0.202973344,0.07046756,0.079060639,0.009463078,0.557788702,0.201991656,0.072485523,0.085840058,0.010318585,0.572464964,0.179589165,0.081118312,0.0820826,0.009246923,0.634967088,0.137714849,0.059077878,0.071664068,0.00936116,0.54678126,0.192278716,0.079997096,0.092337069,0.011751428,0.61611076,0.14241681,0.071516446,0.077019006,0.009696589,0.545310122,0.217362015,0.082018757,0.074795055,0.009027338,0.552346128,0.189578174,0.090505609,0.080615978,0.009757122,0.488352302,0.189511715,0.093714727,0.13523025,0.018016304,0.534454972,0.176725914,0.093259849,0.110085796,0.012423964,0.50822669,0.214090098,0.093377124,0.102839029,0.012962173,0.520531753,0.197197506,0.106588535,0.096960681,0.010767125,0.448907714,0.268174546,0.108988663,0.103971169,0.013738223,0.507036529,0.186791336,0.10908857,0.10860505,0.015143272,0.561545098,0.211802793,0.069052392,0.072564519,0.009618999,0.541535375,0.213166395,0.089415556,0.07415822,0.008940547,0.515112184,0.212256528,0.098810972,0.093597612,0.012081586,0.343535976,0.250090562,0.154124931,0.173325638,0.03370625,0.28533189,0.224406842,0.170022465,0.2825631,0.015499236
Subject31_2,0.270454926,0.276024996,0.198331048,0.152363272,0.048111728,0.425034099,0.174106921,0.203769705,0.108937667,0.025584045,0.344127495,0.182173698,0.255370828,0.123904221,0.037160121,0.385275909,0.178747948,0.23468999,0.121287187,0.027113414,0.351925377,0.168026024,0.214910777,0.144916697,0.052121675,0.447527652,0.155435908,0.173582245,0.120353045,0.03384061,0.364383609,0.151937199,0.277111854,0.116125063,0.033910044,0.394158326,0.130784956,0.212400735,0.156724862,0.036980768,0.383216819,0.167818073,0.272420054,0.108125043,0.019663253,0.47650312,0.144360302,0.204369475,0.100463515,0.017481904,0.526565923,0.10201966,0.137708866,0.110542822,0.027227786,0.464416994,0.115655545,0.164638666,0.147162144,0.033144189,0.392008608,0.154386918,0.239456255,0.134266475,0.022800881,0.433726251,0.1322883,0.224273809,0.128707698,0.017281435,0.322390039,0.120379062,0.357280702,0.12165248,0.022897358,0.283047417,0.118580631,0.419749008,0.118796408,0.017605409,0.397638593,0.182151748,0.237163902,0.104336475,0.020853814,0.393614763,0.171916584,0.260337689,0.10629429,0.016959279,0.457636294,0.132043653,0.209754149,0.116744634,0.017377891,0.408268633,0.110065969,0.096614498,0.199871174,0.087677369,0.55944655,0.178936712,0.084599754,0.110981406,0.002764454
